species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
albicans,124,91,58,15691.6669921875
albicans,80,62,63.5,16558.833984375
albicans,102,38,68.5331344604492,16894.833984375
albicans,128,88,56.7771072387695,16803.75
albicans,122,89,55.2801208496094,15843.1669921875
albicans,115,80,52,15807.8330078125
albicans,103,81,56.0512046813965,16629.166015625
albicans,103,78,54.828311920166,16446.083984375
albicans,137,91,54,17067
albicans,127,85,56.6295166015625,16815.583984375
albicans,123,76,49,15754.9169921875
albicans,73,24,60,16237.9169921875
albicans,115,83,53,14707.6669921875
albicans,104,80,56.0150604248047,17216.666015625
albicans,112,46,48.9036140441895,16445.666015625
albicans,111,70,48.8493957519531,16527.666015625
albicans,107,61,NA,17514.083984375
albicans,118,36,60.9066276550293,13381.75
albicans,149,57,51.2801208496094,14441.3330078125
albicans,88,50,46.647590637207,17766.666015625
albicans,97,75,54.0030136108398,17731.583984375
albicans,116,74,48.9066276550293,16752.166015625
albicans,100,65,58,17637.416015625
albicans,98,48,47.069278717041,17339.25
albicans,104,65,53,16337.75
albicans,105,68,66,17783.25
albicans,121,79,55,15834.75
albicans,99,68,51.0993957519531,16654.583984375
albicans,126,86,55,16128.9169921875
albicans,136,72,47.6204833984375,15613.8330078125
albicans,124,65,49,15262.3330078125
albicans,101,64,52,13949.25
albicans,130,71,47.6325302124023,14495.8330078125
albicans,65,58,59.8463859558105,19306.166015625
albicans,99,59,62.0030136108398,19336.083984375
albicans,106,38,67.5391540527344,17080.666015625
albicans,102,40,57.930721282959,17720.25
albicans,127,61,55,15247
albicans,72,63,59.6325302124023,18885.833984375
albicans,124,91,58.647590637207,15398
albicans,136,81,56.0542182922363,16138.5
albicans,91,42,45,18080
albicans,107,61,NA,17223.5
albicans,104,63,47.7078323364258,16143.1669921875
albicans,121,72,54.9096374511719,15382.5
albicans,107,59,42.7138557434082,13864.9169921875
albicans,115,60,47.1777114868164,14963.0830078125
albicans,126,84,56,15976.9169921875
albicans,114,80,54.3042182922363,14813.1669921875
albicans,87,68,61.5722885131836,18510.583984375
albicans,86,68,62,18507.083984375
albicans,116,52,56.8012046813965,15905.75
albicans,126,31,54,15064.3330078125
albicans,137,71,46.4006042480469,14507.5830078125
albicans,118,61,63.2439765930176,15726.5
albicans,138,71,46.4066276550293,14590
albicans,109,76,56.6927719116211,16585.833984375
albicans,113,79,53.7981910705566,16437.166015625
albicans,113,83,58.1295166015625,16932
albicans,107,83,56.8825302124023,16735.083984375
albicans,77,84,52,16312.75
albicans,94,59,49,16940.75
albicans,120,79,52.9728927612305,14844.8330078125
albicans,86,42,44.725902557373,14762.25
albicans,116,75,52,15146.8330078125
albicans,127,27,54.5512046813965,14733.1669921875
albicans,93,66,64,17942.5
albicans,61,57,55,18743.166015625
albicans,80,62,58.9487953186035,19016.75
albicans,87,54,65,17577.5
albicans,119,64,55,15437.1669921875
albicans,133,71,51.1174697875977,14933.9169921875
albicans,97,91,65,20216.166015625
albicans,106,50,53.4427719116211,15908.25
albicans,108,66,43.9096374511719,13827.3330078125
albicans,104,48,53.5391578674316,15878.75
albicans,105,59,52.4186744689941,15741
albicans,104,54,53,15708.9169921875
albicans,130,71,48.8584327697754,14544.6669921875
albicans,120,55,59.4789161682129,15885.9169921875
albicans,119,56,60.5271072387695,15801.25
albicans,105,56,53,15631.5830078125
albicans,104,20,59.5963859558105,13651.1669921875
albicans,118,34,56.8162651062012,16362.4169921875
albicans,117,36,59.7981910705566,16370.0830078125
albicans,116,34,56.2921676635742,16450
albicans,94,55,51.8403625488281,14903.9169921875
albicans,92,47,51.1837348937988,14761.6669921875
albicans,89,50,61.569278717041,17815.166015625
albicans,84,53,57.533130645752,18108.333984375
albicans,119,76,50.069278717041,14591.3330078125
albicans,113,109,55.5210838317871,18297.083984375
albicans,98,110,60.2801208496094,17513.25
albicans,116,60,49,15032.75
albicans,132,69,50,14532.8330078125
albicans,119,24,52,14318.8330078125
albicans,93,56,47.319278717041,17578.333984375
albicans,87,46,46,18092.916015625
albicans,78,50,45.7921676635742,17800.666015625
albicans,123,80,54,15861.5
albicans,121,81,53.6295166015625,15889.75
albicans,119,81,50.1385536193848,16252.9169921875
albicans,79,54,62,18368.5
albicans,77,62,57.9337348937988,19464
albicans,120,71,49.1114463806152,16229.6669921875
albicans,89,52,45,15926.75
albicans,93,66,46,16212.4169921875
albicans,89,78,NA,16329.5
albicans,91,59,64.8825302124023,18804.25
albicans,84,48,56.7861442565918,15512.6669921875
albicans,114,61,47,14978.9169921875
albicans,118,59,48.8584327697754,15362.1669921875
albicans,98,51,46,15525.9169921875
albicans,74,13,54.6566276550293,16719.083984375
albicans,91,57,50.8765068054199,15724.1669921875
albicans,103,74,56,16344.6669921875
albicans,127,75,55.8945770263672,15434.5
albicans,81,67,46.3072280883789,16982.083984375
albicans,121,87,53,15563.4169921875
albicans,103,51,49.8644561767578,14532.5830078125
albicans,110,35,48.102409362793,16520.75
albicans,99,70,51,16305.9169921875
albicans,77,61,66.6927719116211,19221.583984375
albicans,83,45,50.3915672302246,15228.25
albicans,141,72,48,15232.8330078125
albicans,108,78,54,16549.25
albicans,68,59,56.774097442627,19304.833984375
albicans,114,81,52,14970.5
albicans,128,76,53.5722885131836,15788.9169921875
albicans,98,75,55.2018089294434,16349.3330078125
albicans,124,76,54,15986.3330078125
albicans,102,81,55,16645.916015625
albicans,125,79,51,17004.25
albicans,128,93,56,15984.6669921875
albicans,125,66,53,15791.8330078125
albicans,131,70,48.8765068054199,14561.1669921875
albicans,134,69,50,14817.25
albicans,123,65,53.4367485046387,15669.25
albicans,121,63,52.3463859558105,15568.5
albicans,106,35,54,17625.166015625
albicans,118,42,54.4849395751953,14702.1669921875
albicans,120,43,54,14147.0830078125
albicans,101,55,47,16312.25
albicans,116,20,52.352409362793,12918.3330078125
albicans,77,44,49.3433723449707,15490.6669921875
albicans,93,48,51.147590637207,15215.9169921875
albicans,81,47,53.8102416992188,15322.8330078125
albicans,115,76,53,16445.583984375
albicans,122,78,53.25,16370
albicans,91,51,57,15318.8330078125
albicans,60,60,60,18977.916015625
albicans,139,75,51,14422.4169921875
albicans,118,73,52.1536140441895,14453.25
albicans,68,65,54.2620468139648,19360.5
albicans,88,41,45.0933723449707,17899
albicans,86,53,59.6957817077637,18055.833984375
albicans,118,56,61.1777114868164,16734.166015625
albicans,116,83,53.2319259643555,14566.4169921875
albicans,129,54,53.2319259643555,14908
albicans,108,63,53.7319259643555,14604.6669921875
albicans,100,62,44.8343391418457,16270.5830078125
albicans,89,51,45.9608421325684,15927.25
albicans,132,70,55.5030136108398,14617.5
albicans,130,71,51.6114463806152,15784.25
albicans,89,70,NA,15171.8330078125
albicans,89,52,45,15912.8330078125
albicans,119,77,51.5481910705566,15003.25
albicans,78,44,52,15114.4169921875
albicans,129,69,48,15281.3330078125
albicans,67,65,53,18946.166015625
albicans,121,61,52.6927719116211,15634.8330078125
albicans,104,59,61.6325302124023,15549.5
albicans,122,63,52,15641.0830078125
albicans,125,68,52.5632514953613,15518.3330078125
albicans,113,52,55.8584327697754,15871.9169921875
albicans,119,59,54,15587.8330078125
albicans,120,58,53,15631.0830078125
albicans,117,61,57.0301208496094,15529.4169921875
albicans,101,43,48.2138557434082,15171.6669921875
albicans,109,61,43.7289161682129,16631.916015625
albicans,107,62,42.3554229736328,13833.75
albicans,96,82,53,16098.1669921875
albicans,59,59,60.5090370178223,17883.416015625
albicans,77,49,57.6897583007812,17429.25
albicans,79,50,45,18196.333984375
albicans,79,51,57,19432.75
albicans,117,78,53.1415672302246,16165.3330078125
albicans,113,78,53,16421
albicans,85,40,64.2981948852539,17457.666015625
albicans,134,85,56.7530136108398,17546.833984375
albicans,66,45,57,17470.416015625
albicans,67,35,63,17023.583984375
albicans,97,39,62.3162651062012,16542.416015625
albicans,98,64,50,16652.25
albicans,77,62,47,16392.333984375
albicans,73,60,63.1656608581543,19194.666015625
albicans,123,77,49.5753021240234,15624.3330078125
albicans,117,55,54.2921676635742,14429
albicans,116,69,50.1114463806152,15746.5
albicans,118,58,52,15693.25
albicans,113,85,55,16134.9169921875
albicans,89,31,48,17690.166015625
albicans,97,45,49,17120.666015625
albicans,115,78,53.2078323364258,16446.833984375
albicans,83,47,NA,14493.3330078125
albicans,83,47,41,14189.6669921875
albicans,83,46,41,14516.5830078125
albicans,113,53,54.3072280883789,15798.5830078125
albicans,78,27,56.8162651062012,16119.0830078125
albicans,78,83,51,16449.166015625
albicans,129,86,52.2078323364258,15545.4169921875
albicans,122,88,52.1777114868164,15242.75
albicans,116,82,52.5030136108398,14572.75
albicans,116,84,NA,14483.1669921875
albicans,127,65,54.9367485046387,15227.25
albicans,125,65,54,15843.5830078125
albicans,81,54,45,16288.6669921875
albicans,88,44,51.3102416992188,14309.5
albicans,104,38,49.430721282959,15725.75
albicans,99,49,51.1957817077637,14589.4169921875
albicans,82,60,55.0421676635742,19399.25
albicans,67,62,55,18953.75
albicans,98,75,55,16357.5
albicans,131,79,54.533130645752,16133.6669921875
albicans,128,70,53.6777114868164,16333.1669921875
albicans,123,83,56,16057.0830078125
albicans,68,10,54.9006042480469,16690.5
albicans,90,41,41,15044.3330078125
albicans,87,38,41,14162.0830078125
albicans,100,40,51.4186744689941,13590.9169921875
albicans,119,76,55.6174697875977,15975.25
albicans,87,65,63,18793.583984375
albicans,66,64,54.7138557434082,18864.5
albicans,71,64,56.328311920166,18489.166015625
albicans,74,65,61.8734931945801,18424.416015625
albicans,84,43,40.3343391418457,14484.4169921875
albicans,113,62,40.1114463806152,14186.4169921875
albicans,112,80,53,14540.4169921875
albicans,114,82,52.5,14272.9169921875
albicans,127,71,55,15075.1669921875
albicans,120,80,54,15783.1669921875
albicans,131,78,51.171688079834,15149.1669921875
albicans,108,75,52.8162651062012,15380.5
albicans,118,78,53.1656608581543,15554.8330078125
albicans,128,77,53.7771072387695,15268.1669921875
albicans,103,86,59.078311920166,15403.75
albicans,95,58,63,18731.75
albicans,95,65,66.1716842651367,18700.833984375
albicans,109,92,58.9819259643555,16508.083984375
albicans,116,56,63.9036140441895,16503.5
albicans,103,58,45.2560234069824,16902.75
albicans,128,88,56.2349395751953,15563.75
albicans,114,47,50.8102416992188,17076.666015625
albicans,111,80,60.9819259643555,16955.916015625
albicans,109,70,70,18009.416015625
albicans,109,65,49.8042182922363,14315.0830078125
albicans,84,62,60.5180740356445,18668.5
albicans,113,50,67.6716842651367,16598.583984375
albicans,123,87,54.725902557373,16690.166015625
albicans,115,84,59,16947.25
albicans,119,85,59,17195.916015625
albicans,123,77,51.1957817077637,15852.5830078125
albicans,121,77,50,16165.5830078125
albicans,122,77,51,16458.75
albicans,136,71,53.9698791503906,14604.4169921875
albicans,89,47,61,17760.5
albicans,118,67,61.8644561767578,16776.666015625
albicans,81,60,63.8253021240234,18556.916015625
albicans,123,82,52,16968.083984375
albicans,103,49,67.1144561767578,17010.5
albicans,128,74,44,14340.25
albicans,106,37,65.7710876464844,17063
albicans,112,48,66,16929.583984375
albicans,88,52,45,16068.75
albicans,105,55,52.6837348937988,14412.5830078125
albicans,142,74,44.4969863891602,14784.0830078125
albicans,75,58,61.0180740356445,18074.416015625
albicans,122,76,51,16505.416015625
albicans,119,74,53,16289.0830078125
albicans,122,77,50,16324.0830078125
albicans,116,74,55,15161.75
albicans,111,63,46.2198791503906,15062.25
albicans,102,65,57.9879531860352,17935
albicans,118,72,54.0512046813965,15342.75
albicans,124,79,51.0180740356445,14662.75
albicans,115,83,NA,14537.25
albicans,117,70,50,14719.5830078125
albicans,120,70,58.8403625488281,16659.166015625
albicans,99,38,41,15206.1669921875
albicans,132,76,45.2530136108398,14474.6669921875
albicans,109,84,59.9939765930176,16830.75
albicans,130,97,58.033130645752,16068.5
albicans,105,75,57,16272.75
albicans,118,82,51,15940.0830078125
albicans,122,80,53.6355438232422,15860.1669921875
albicans,129,71,51.4066276550293,15831.25
albicans,122,60,54.283130645752,15622.8330078125
albicans,87,47,NA,15016.4169921875
albicans,141,93,55.8584327697754,16961.166015625
albicans,136,79,53,15848.5830078125
albicans,112,82,58.2138557434082,17184.416015625
albicans,117,82,51.2951812744141,14464.25
albicans,62,56,60.1415672302246,18808.833984375
albicans,144,68,46.7138557434082,14604.75
albicans,121,68,52.569278717041,15625.5830078125
albicans,100,42,42,15269.75
albicans,125,30,55.3945770263672,14731.4169921875
albicans,77,61,63.8493957519531,18283.333984375
albicans,99,49,51.171688079834,15049.5830078125
albicans,113,77,53,16443.583984375
albicans,126,70,51.5572280883789,15778.4169921875
albicans,127,71,56,15324.1669921875
albicans,141,72,46,14399.6669921875
albicans,115,55,62.3222885131836,15475.75
albicans,62,58,56.8463859558105,18711.5
albicans,112,56,61.3162651062012,15601.75
albicans,66,16,61.5542182922363,16790.75
albicans,110,87,53.0210838317871,16228.25
albicans,131,87,53.2198791503906,15539.3330078125
albicans,67,66,54.0512046813965,18570.666015625
albicans,113,64,47.8463859558105,15065.75
albicans,138,70,46.1656608581543,14432.8330078125
albicans,116,77,52.8463859558105,15430.3330078125
albicans,111,78,54,16488.916015625
albicans,127,90,58.8945770263672,15846.5
albicans,94,80,NA,16257.0830078125
albicans,103,84,59.0271072387695,17446.333984375
albicans,63,18,54.0120468139648,16771.25
albicans,111,56,63.5512046813965,15578.5
albicans,124,82,54.4126510620117,17261.5
albicans,134,69,49,14519.4169921875
albicans,121,70,53.3945770263672,15809.4169921875
albicans,102,86,58.9608421325684,17525.583984375
albicans,103,86,52.1204833984375,17404.833984375
albicans,87,71,50.2560234069824,15296.9169921875
albicans,89,52,45.0271072387695,15880.0830078125
albicans,105,53,45,16198.1669921875
albicans,82,78,56.0602416992188,18296.416015625
albicans,110,69,41,14091.4169921875
albicans,111,37,48.1746978759766,16489.583984375
albicans,80,56,65,18724.5
albicans,127,85,56,16030.8330078125
albicans,104,83,NA,16820.166015625
albicans,116,72,53,16310.6669921875
albicans,128,67,43.2319259643555,14281.75
albicans,131,70,43.75,14357.1669921875
albicans,94,70,62.2198791503906,18884.583984375
albicans,129,69,49.1837348937988,15527
albicans,121,78,52.7650604248047,16161.5830078125
albicans,122,79,51.078311920166,14801.1669921875
albicans,84,44,58.7078323364258,16655.666015625
albicans,122,63,63,15004.5830078125
albicans,111,57,48.2981910705566,14461.9169921875
albicans,121,59,53.2379531860352,15019.9169921875
albicans,84,40,40.6777114868164,14583.1669921875
albicans,68,59,64.1415634155273,19182.083984375
albicans,99,86,52.4487953186035,16462
albicans,119,76,55.8885536193848,15980.75
albicans,127,54,52.5120468139648,14511.5
albicans,116,41,53.6174697875977,14388.5
albicans,127,69,57,15525.6669921875
albicans,120,82,50.0301208496094,15714.5
albicans,107,38,67.1746978759766,17201.083984375
albicans,123,82,47.8253021240234,15651.9169921875
albicans,81,64,63,18938.916015625
albicans,139,71,48,14471.4169921875
albicans,138,71,47.1566276550293,14730.25
albicans,144,69,47,14750.5
albicans,134,72,50,14659.0830078125
albicans,134,74,50.0391578674316,14790.4169921875
albicans,134,74,51.9337348937988,14803.5830078125
albicans,134,74,50.9548187255859,14936.4169921875
albicans,129,68,51.9728927612305,15103.75
albicans,123,66,55.9487953186035,15107
albicans,132,71,50.9457817077637,14902.9169921875
albicans,132,70,51.0451812744141,15181.5
albicans,137,79,44.75,14791.25
albicans,138,78,48.725902557373,14649.9169921875
albicans,137,76,46.6957817077637,14690.75
albicans,137,77,47.2801208496094,14743.1669921875
albicans,138,77,49,14751.9169921875
albicans,138,76,45.3102416992188,14628.8330078125
albicans,138,76,45.3102416992188,14644.9169921875
albicans,137,79,46,14475.8330078125
albicans,137,78,46.5361442565918,14847.25
albicans,136,75,46.283130645752,14759.3330078125
albicans,135,74,49.1867485046387,15003.5830078125
albicans,136,76,47.7379531860352,14925.0830078125
albicans,135,74,49.1054229736328,14833.1669921875
albicans,127,73,45.421688079834,14359.8330078125
albicans,128,75,46,14290.9169921875
albicans,130,74,47,14542.25
albicans,129,71,53.930721282959,15565.0830078125
albicans,130,71,52,15560.5
albicans,129,70,54,15326.9169921875
albicans,130,72,53.0572280883789,15553.75
albicans,131,72,52,15515.3330078125
albicans,98,76,53.1295166015625,15473
albicans,116,82,55.7078323364258,15495.8330078125
albicans,109,61,53.2680740356445,15062.5830078125
albicans,79,34,58.7078323364258,16559.75
albicans,63,20,54.9006042480469,17162.666015625
albicans,119,70,54.5150604248047,15793.9169921875
albicans,111,63,52.7560234069824,14991.75
albicans,110,56,52.6897583007812,14444.3330078125
albicans,114,62,52.225902557373,14866.5
albicans,76,62,55,18856
albicans,90,58,63.9698791503906,18943
albicans,121,73,56,15961.6669921875
albicans,121,69,51.9939765930176,15711.4169921875
albicans,69,64,55,18756.916015625
albicans,98,76,55.8042182922363,16364.0830078125
